trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
185,False,"{'a': 0.5, 'e': 0.39561243860243755}",20,9,7.268212442340013,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
186,False,"{'a': 0.5, 'e': 0.3936343764094254}",20,6,-93.55469944004294,"{0: 9, 1: 2, 2: 0, 3: 1, 4: 2}",1
187,False,"{'a': 0.5, 'e': 0.39166620452737827}",30,0,-64.79910337773035,"{0: 26, 1: 0, 2: 2, 3: 0, 4: 2}",0
188,False,"{'a': 0.5, 'e': 0.3897078735047414}",20,0,4.14757315334475,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",0
189,False,"{'a': 0.5, 'e': 0.38775933413721764}",20,0,-95.01444217933692,"{0: 15, 1: 0, 2: 2, 3: 1, 4: 2}",0
190,False,"{'a': 0.5, 'e': 0.38582053746653155}",20,8,-39.14187736697881,"{0: 9, 1: 0, 2: 1, 3: 2, 4: 0}",1
191,False,"{'a': 0.5, 'e': 0.3838914347791989}",20,0,-63.76617601572128,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 2}",0
192,False,"{'a': 0.5, 'e': 0.38197197760530294}",20,0,-60.795079210800964,"{0: 15, 1: 1, 2: 2, 3: 1, 4: 1}",0
193,False,"{'a': 0.5, 'e': 0.3800621177172764}",25,5,-34.768498895611096,"{0: 17, 1: 0, 2: 2, 3: 0, 4: 1}",1
194,False,"{'a': 0.5, 'e': 0.37816180712869}",25,9,-14.071540329457044,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 1}",1
195,False,"{'a': 0.5, 'e': 0.37627099809304654}",25,8,-6.843207639311074,"{0: 14, 1: 1, 2: 2, 3: 0, 4: 0}",1
196,False,"{'a': 0.5, 'e': 0.3743896431025813}",35,2,-17.535472249584387,"{0: 26, 1: 3, 2: 4, 3: 0, 4: 0}",1
197,False,"{'a': 0.5, 'e': 0.37251769488706843}",25,11,-0.8145629559016467,"{0: 12, 1: 0, 2: 2, 3: 0, 4: 0}",1
198,False,"{'a': 0.5, 'e': 0.37065510641263305}",20,0,-92.71118216430426,"{0: 14, 1: 1, 2: 3, 3: 0, 4: 2}",0
199,False,"{'a': 0.5, 'e': 0.3688018308805699}",25,0,-23.45819418389074,"{0: 22, 1: 1, 2: 1, 3: 0, 4: 1}",0
200,False,"{'a': 0.5, 'e': 0.36695782172616703}",20,16,5.179411282163234,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
201,False,"{'a': 0.5, 'e': 0.3651230326175362}",20,3,-39.05734803941811,"{0: 14, 1: 0, 2: 2, 3: 0, 4: 1}",1
202,False,"{'a': 0.5, 'e': 0.36329741745444855}",20,0,-35.9782704519661,"{0: 16, 1: 2, 2: 1, 3: 0, 4: 1}",0
203,False,"{'a': 0.5, 'e': 0.3614809303671763}",20,0,-11.623079731099933,"{0: 18, 1: 0, 2: 0, 3: 2, 4: 0}",0
204,False,"{'a': 0.5, 'e': 0.3596735257153404}",20,4,-43.73430963632212,"{0: 11, 1: 1, 2: 2, 3: 2, 4: 0}",1
205,False,"{'a': 0.5, 'e': 0.35787515808676373}",20,0,14.406759449625842,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
206,False,"{'a': 0.5, 'e': 0.35608578229632987}",25,13,14.861266565856345,"{0: 11, 1: 1, 2: 0, 3: 0, 4: 0}",1
207,False,"{'a': 0.5, 'e': 0.35430535338484825}",20,0,21.93199446232044,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
208,False,"{'a': 0.5, 'e': 0.352533826617924}",20,3,-1.1706658430130112,"{0: 15, 1: 0, 2: 2, 3: 0, 4: 0}",1
209,False,"{'a': 0.5, 'e': 0.3507711574848344}",20,0,-15.347590778508408,"{0: 16, 1: 0, 2: 4, 3: 0, 4: 0}",0
210,False,"{'a': 0.5, 'e': 0.3490173016974102}",35,21,0.16115144032414852,"{0: 12, 1: 0, 2: 2, 3: 0, 4: 0}",1
211,False,"{'a': 0.5, 'e': 0.34727221518892315}",30,1,-45.7051174859992,"{0: 24, 1: 1, 2: 2, 3: 1, 4: 1}",1
212,False,"{'a': 0.5, 'e': 0.34553585411297855}",30,8,-7.319866387165864,"{0: 21, 1: 0, 2: 0, 3: 0, 4: 1}",1
213,False,"{'a': 0.5, 'e': 0.34380817484241366}",25,12,13.98844740846223,"{0: 12, 1: 1, 2: 0, 3: 0, 4: 0}",1
214,False,"{'a': 0.5, 'e': 0.34208913396820156}",30,18,23.460695247784102,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
215,False,"{'a': 0.5, 'e': 0.34037868829836054}",20,0,-7.239757119764487,"{0: 18, 1: 0, 2: 1, 3: 1, 4: 0}",0
216,False,"{'a': 0.5, 'e': 0.33867679485686875}",20,11,15.57752440376988,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
217,False,"{'a': 0.5, 'e': 0.33698341088258443}",30,10,-20.165544282781244,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 1}",1
218,False,"{'a': 0.5, 'e': 0.3352984938281715}",20,6,7.514018722203829,"{0: 12, 1: 2, 2: 0, 3: 0, 4: 0}",1
219,False,"{'a': 0.5, 'e': 0.33362200135903064}",25,11,9.085076049053212,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
220,False,"{'a': 0.5, 'e': 0.33195389135223546}",35,0,-2.84433893094106,"{0: 30, 1: 2, 2: 3, 3: 0, 4: 0}",0
221,False,"{'a': 0.5, 'e': 0.3302941218954743}",25,4,-69.31746886316635,"{0: 18, 1: 0, 2: 0, 3: 1, 4: 2}",1
222,False,"{'a': 0.5, 'e': 0.3286426512859969}",30,0,-77.25198375254203,"{0: 24, 1: 1, 2: 3, 3: 0, 4: 2}",0
223,False,"{'a': 0.5, 'e': 0.32699943802956694}",35,0,-34.41580780576015,"{0: 30, 1: 1, 2: 3, 3: 0, 4: 1}",0
224,False,"{'a': 0.5, 'e': 0.3253644408394191}",20,11,20.2365824926893,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
225,False,"{'a': 0.5, 'e': 0.323737618635222}",25,3,25.3287917583961,"{0: 21, 1: 1, 2: 0, 3: 0, 4: 0}",1
226,False,"{'a': 0.5, 'e': 0.3221189305420459}",30,7,-10.562805823356484,"{0: 20, 1: 0, 2: 2, 3: 1, 4: 0}",1
227,False,"{'a': 0.5, 'e': 0.32050833588933564}",30,16,18.714926032892304,"{0: 13, 1: 1, 2: 0, 3: 0, 4: 0}",1
228,False,"{'a': 0.5, 'e': 0.31890579420988896}",25,4,-100.69677072826399,"{0: 14, 1: 0, 2: 4, 3: 2, 4: 1}",1
229,False,"{'a': 0.5, 'e': 0.3173112652388395}",20,10,-0.1676277852043091,"{0: 8, 1: 1, 2: 1, 3: 0, 4: 0}",1
230,False,"{'a': 0.5, 'e': 0.3157247089126453}",25,14,7.74692872458254,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
231,False,"{'a': 0.5, 'e': 0.3141460853680821}",30,10,-9.281418928140361,"{0: 18, 1: 0, 2: 0, 3: 2, 4: 0}",1
232,False,"{'a': 0.5, 'e': 0.31257535494124167}",30,7,6.737204202643136,"{0: 21, 1: 0, 2: 1, 3: 1, 4: 0}",1
233,False,"{'a': 0.5, 'e': 0.3110124781665355}",20,15,9.695606249300925,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
234,False,"{'a': 0.5, 'e': 0.3094574157757028}",20,16,8.435238940250837,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
235,False,"{'a': 0.5, 'e': 0.30791012869682427}",20,13,2.3503763157300437,"{0: 6, 1: 1, 2: 0, 3: 0, 4: 0}",1
236,False,"{'a': 0.5, 'e': 0.30637057805334017}",20,0,16.74795220494543,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
237,False,"{'a': 0.5, 'e': 0.3048387251630735}",25,0,-17.87982002428161,"{0: 22, 1: 2, 2: 0, 3: 0, 4: 1}",0
238,False,"{'a': 0.5, 'e': 0.30331453153725807}",20,10,4.736118638366564,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
239,False,"{'a': 0.5, 'e': 0.3017979588795718}",20,5,2.771689984313711,"{0: 14, 1: 0, 2: 0, 3: 1, 4: 0}",1
240,False,"{'a': 0.5, 'e': 0.30028896908517394}",20,3,13.119443624549273,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
241,False,"{'a': 0.5, 'e': 0.2987875242397481}",30,5,-6.417977074337966,"{0: 20, 1: 2, 2: 3, 3: 0, 4: 0}",1
242,False,"{'a': 0.5, 'e': 0.2972935866185493}",30,0,-109.35843802218248,"{0: 23, 1: 0, 2: 4, 3: 1, 4: 2}",0
243,False,"{'a': 0.5, 'e': 0.29580711868545656}",20,6,-29.600293516475084,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 1}",1
244,False,"{'a': 0.5, 'e': 0.2943280830920293}",20,0,17.34112742151538,"{0: 18, 1: 2, 2: 0, 3: 0, 4: 0}",0
245,False,"{'a': 0.5, 'e': 0.29285644267656913}",20,4,-29.41457399519362,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 1}",1
246,False,"{'a': 0.5, 'e': 0.2913921604631863}",20,0,-45.558754026277036,"{0: 15, 1: 2, 2: 2, 3: 0, 4: 1}",0
247,False,"{'a': 0.5, 'e': 0.2899351996608704}",20,7,24.536109339335678,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
248,False,"{'a': 0.5, 'e': 0.288485523662566}",25,3,-33.43941152569134,"{0: 19, 1: 0, 2: 2, 3: 0, 4: 1}",1
249,False,"{'a': 0.5, 'e': 0.2870430960442532}",20,3,-13.052764637748924,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 1}",1
250,False,"{'a': 0.5, 'e': 0.2856078805640319}",25,0,-36.922694343369926,"{0: 19, 1: 2, 2: 3, 3: 1, 4: 0}",0
251,False,"{'a': 0.5, 'e': 0.28417984116121175}",20,0,-21.045482118695183,"{0: 16, 1: 1, 2: 2, 3: 1, 4: 0}",0
252,False,"{'a': 0.5, 'e': 0.2827589419554057}",25,3,-94.94303359696401,"{0: 16, 1: 0, 2: 4, 3: 0, 4: 2}",1
253,False,"{'a': 0.5, 'e': 0.28134514724562865}",25,18,-0.6218519082105454,"{0: 5, 1: 2, 2: 0, 3: 0, 4: 0}",1
254,False,"{'a': 0.5, 'e': 0.2799384215094005}",20,10,-10.369189427740372,"{0: 8, 1: 0, 2: 2, 3: 0, 4: 0}",1
255,False,"{'a': 0.5, 'e': 0.27853872940185354}",20,8,-8.79756027934973,"{0: 10, 1: 1, 2: 0, 3: 1, 4: 0}",1
256,False,"{'a': 0.5, 'e': 0.27714603575484426}",35,18,19.336712357239627,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
257,False,"{'a': 0.5, 'e': 0.27576030557607}",20,8,1.053020674211771,"{0: 11, 1: 0, 2: 0, 3: 1, 4: 0}",1
258,False,"{'a': 0.5, 'e': 0.2743815040481897}",25,1,-87.5789084922674,"{0: 21, 1: 0, 2: 0, 3: 0, 4: 3}",1
259,False,"{'a': 0.5, 'e': 0.2730095965279487}",25,14,8.670342767459942,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
260,False,"{'a': 0.5, 'e': 0.271644548545309}",30,17,3.461217545101934,"{0: 12, 1: 0, 2: 0, 3: 1, 4: 0}",1
261,False,"{'a': 0.5, 'e': 0.27028632580258244}",20,0,11.779141436629047,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 0}",0
262,False,"{'a': 0.5, 'e': 0.2689348941735695}",20,10,4.854138637223478,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
263,False,"{'a': 0.5, 'e': 0.2675902197027017}",35,23,20.15395326293119,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
264,False,"{'a': 0.5, 'e': 0.26625226860418816}",20,0,-28.768643713363183,"{0: 18, 1: 0, 2: 0, 3: 1, 4: 1}",0
265,False,"{'a': 0.5, 'e': 0.26492100726116724}",30,24,15.695950375527332,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
266,False,"{'a': 0.5, 'e': 0.26359640222486136}",20,11,-21.72211742731614,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 1}",1
267,False,"{'a': 0.5, 'e': 0.2622784202137371}",20,0,17.911159528318656,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",1
268,False,"{'a': 0.5, 'e': 0.26096702811266836}",20,0,-17.830958466540352,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 1}",1
269,False,"{'a': 0.5, 'e': 0.259662192972105}",30,16,-29.633646304303813,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 1}",1
270,False,"{'a': 0.5, 'e': 0.2583638820072445}",20,8,9.080212561937577,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
271,False,"{'a': 0.5, 'e': 0.2570720625972083}",25,0,2.702124717417546,"{0: 23, 1: 0, 2: 1, 3: 1, 4: 0}",0
272,False,"{'a': 0.5, 'e': 0.25578670228422223}",25,16,6.339977542258937,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
273,False,"{'a': 0.5, 'e': 0.2545077687728011}",25,14,8.103761568375207,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
274,False,"{'a': 0.5, 'e': 0.25323522992893716}",20,15,-32.345319373567804,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 1}",1
275,False,"{'a': 0.5, 'e': 0.25196905377929246}",25,3,26.676508072267662,"{0: 21, 1: 0, 2: 1, 3: 0, 4: 0}",1
276,False,"{'a': 0.5, 'e': 0.25070920851039596}",25,16,16.80299868790186,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
277,False,"{'a': 0.5, 'e': 0.249455662467844}",20,9,-25.078968301965695,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 1}",1
278,False,"{'a': 0.5, 'e': 0.24820838415550478}",25,9,18.322892143832483,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 0}",1
279,False,"{'a': 0.5, 'e': 0.24696734223472724}",20,0,22.97699288555747,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
280,False,"{'a': 0.5, 'e': 0.2457325055235536}",25,7,31.43973586831227,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
281,False,"{'a': 0.5, 'e': 0.24450384299593586}",25,4,-8.794661083921744,"{0: 17, 1: 1, 2: 3, 3: 0, 4: 0}",1
282,False,"{'a': 0.5, 'e': 0.24328132378095618}",30,18,7.981588132905775,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
283,False,"{'a': 0.5, 'e': 0.2420649171620514}",20,13,-30.27495728237449,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 1}",1
284,False,"{'a': 0.5, 'e': 0.24085459257624112}",25,12,-18.33575127444604,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 1}",1
285,False,"{'a': 0.5, 'e': 0.23965031961335992}",25,9,-11.457819700365249,"{0: 14, 1: 0, 2: 1, 3: 1, 4: 0}",1
286,False,"{'a': 0.5, 'e': 0.23845206801529312}",20,6,17.00997346669034,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
287,False,"{'a': 0.5, 'e': 0.23725980767521665}",30,9,-12.804353865299033,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 1}",1
288,False,"{'a': 0.5, 'e': 0.23607350863684057}",20,6,5.161871549208738,"{0: 12, 1: 1, 2: 1, 3: 0, 4: 0}",1
289,False,"{'a': 0.5, 'e': 0.23489314109365636}",25,10,26.84307671819777,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
290,False,"{'a': 0.5, 'e': 0.23371867538818808}",30,23,-7.60929107944769,"{0: 6, 1: 0, 2: 0, 3: 1, 4: 0}",1
291,False,"{'a': 0.5, 'e': 0.23255008201124713}",30,15,3.3209404993003213,"{0: 13, 1: 0, 2: 2, 3: 0, 4: 0}",1
292,False,"{'a': 0.5, 'e': 0.2313873316011909}",25,1,25.45068886604391,"{0: 23, 1: 0, 2: 1, 3: 0, 4: 0}",1
293,False,"{'a': 0.5, 'e': 0.23023039494318495}",25,5,17.432813549408905,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",1
294,False,"{'a': 0.5, 'e': 0.22907924296846902}",20,0,-3.042051446451228,"{0: 17, 1: 0, 2: 3, 3: 0, 4: 0}",0
295,False,"{'a': 0.5, 'e': 0.22793384675362668}",20,4,26.004801193563587,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
296,False,"{'a': 0.5, 'e': 0.22679417751985856}",30,21,-4.299783541478105,"{0: 8, 1: 0, 2: 0, 3: 1, 4: 0}",1
297,False,"{'a': 0.5, 'e': 0.22566020663225925}",30,13,18.27991689091059,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
298,False,"{'a': 0.5, 'e': 0.22453190559909794}",20,12,-5.895773018340719,"{0: 7, 1: 0, 2: 0, 3: 1, 4: 0}",1
299,False,"{'a': 0.5, 'e': 0.22340924607110246}",25,1,38.578359640452774,"{0: 24, 1: 0, 2: 0, 3: 0, 4: 0}",1
300,False,"{'a': 0.5, 'e': 0.22229219984074694}",20,6,15.786239765194082,"{0: 13, 1: 1, 2: 0, 3: 0, 4: 0}",1
301,False,"{'a': 0.5, 'e': 0.2211807388415432}",20,12,10.39717241161762,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
302,False,"{'a': 0.5, 'e': 0.2200748351473355}",25,0,0.395359567898361,"{0: 24, 1: 0, 2: 0, 3: 0, 4: 1}",0
303,False,"{'a': 0.5, 'e': 0.2189744609715988}",35,20,8.691133645058368,"{0: 13, 1: 1, 2: 1, 3: 0, 4: 0}",1
304,False,"{'a': 0.5, 'e': 0.21787958866674081}",30,18,9.424617659016953,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
305,False,"{'a': 0.5, 'e': 0.2167901907234071}",20,9,17.467250648438323,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
306,False,"{'a': 0.5, 'e': 0.2157062397697901}",35,22,20.521291287683013,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
307,False,"{'a': 0.5, 'e': 0.21462770857094113}",20,12,0.49662284732883233,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
308,False,"{'a': 0.5, 'e': 0.21355457002808642}",35,18,8.68762997853283,"{0: 15, 1: 0, 2: 2, 3: 0, 4: 0}",1
309,False,"{'a': 0.5, 'e': 0.212486797177946}",25,14,12.682656703463007,"{0: 10, 1: 1, 2: 0, 3: 0, 4: 0}",1
310,False,"{'a': 0.5, 'e': 0.21142436319205626}",25,2,28.022041562990566,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 0}",1
311,False,"{'a': 0.5, 'e': 0.21036724137609597}",20,11,4.999775614975564,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
312,False,"{'a': 0.5, 'e': 0.20931540516921548}",25,3,-5.522665176312816,"{0: 21, 1: 0, 2: 0, 3: 0, 4: 1}",1
313,False,"{'a': 0.5, 'e': 0.20826882814336942}",20,10,5.193770474255928,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
314,False,"{'a': 0.5, 'e': 0.20722748400265256}",20,0,31.401181128034292,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
315,False,"{'a': 0.5, 'e': 0.2061913465826393}",35,0,-66.0342809592294,"{0: 30, 1: 0, 2: 3, 3: 0, 4: 2}",0
316,False,"{'a': 0.5, 'e': 0.20516038984972612}",20,10,18.38127830653525,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
317,False,"{'a': 0.5, 'e': 0.20413458790047748}",25,15,-47.08665231969079,"{0: 7, 1: 0, 2: 2, 3: 0, 4: 1}",1
318,False,"{'a': 0.5, 'e': 0.20311391496097508}",25,2,39.653892284228775,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 0}",1
319,False,"{'a': 0.5, 'e': 0.20209834538617022}",25,10,19.456057287916366,"{0: 14, 1: 1, 2: 0, 3: 0, 4: 0}",1
320,False,"{'a': 0.5, 'e': 0.20108785365923937}",25,16,3.171908779026171,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
321,False,"{'a': 0.5, 'e': 0.20008241439094315}",20,4,17.192154616999634,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 0}",1
322,False,"{'a': 0.5, 'e': 0.19908200231898845}",20,13,13.346510600391431,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
323,False,"{'a': 0.5, 'e': 0.1980865923073935}",20,0,-11.865420834154474,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 1}",0
324,False,"{'a': 0.5, 'e': 0.19709615934585653}",20,16,6.51433730500643,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
325,False,"{'a': 0.5, 'e': 0.19611067854912725}",20,8,18.611717937905226,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
326,False,"{'a': 0.5, 'e': 0.19513012515638162}",30,17,-26.61189676345047,"{0: 11, 1: 1, 2: 0, 3: 0, 4: 1}",1
327,False,"{'a': 0.5, 'e': 0.1941544745305997}",20,16,7.045148565126876,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
328,False,"{'a': 0.5, 'e': 0.1931837021579467}",20,3,26.565131834350737,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
329,False,"{'a': 0.5, 'e': 0.19221778364715697}",25,17,-11.446340647868674,"{0: 6, 1: 1, 2: 0, 3: 1, 4: 0}",1
330,False,"{'a': 0.5, 'e': 0.19125669472892118}",20,12,15.535869521392023,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
331,False,"{'a': 0.5, 'e': 0.19030041125527658}",35,12,-4.839058130350712,"{0: 19, 1: 1, 2: 3, 3: 0, 4: 0}",1
332,False,"{'a': 0.5, 'e': 0.1893489091990002}",20,5,17.3062162348223,"{0: 14, 1: 1, 2: 0, 3: 0, 4: 0}",1
333,False,"{'a': 0.5, 'e': 0.1884021646530052}",25,13,10.128905728491707,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
334,False,"{'a': 0.5, 'e': 0.18746015382974016}",25,2,-12.940589262432198,"{0: 21, 1: 1, 2: 0, 3: 0, 4: 1}",1
335,False,"{'a': 0.5, 'e': 0.18652285306059146}",25,17,15.123135989380135,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
336,False,"{'a': 0.5, 'e': 0.18559023879528852}",25,13,0.858944772310116,"{0: 10, 1: 1, 2: 1, 3: 0, 4: 0}",1
337,False,"{'a': 0.5, 'e': 0.18466228760131206}",25,0,-16.82787158179397,"{0: 21, 1: 0, 2: 3, 3: 1, 4: 0}",0
338,False,"{'a': 0.5, 'e': 0.1837389761633055}",20,14,10.49420489372646,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
339,False,"{'a': 0.5, 'e': 0.18282028128248898}",25,0,-47.95080691055734,"{0: 22, 1: 0, 2: 1, 3: 0, 4: 2}",0
340,False,"{'a': 0.5, 'e': 0.18190617987607652}",20,6,-30.49606631402161,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 1}",1
341,False,"{'a': 0.5, 'e': 0.18099664897669615}",25,0,16.64582026434339,"{0: 23, 1: 1, 2: 1, 3: 0, 4: 0}",0
342,False,"{'a': 0.5, 'e': 0.18009166573181265}",20,2,13.178102706910504,"{0: 17, 1: 0, 2: 0, 3: 1, 4: 0}",1
343,False,"{'a': 0.5, 'e': 0.1791912074031536}",25,3,-42.356217234134604,"{0: 18, 1: 0, 2: 3, 3: 0, 4: 1}",1
344,False,"{'a': 0.5, 'e': 0.17829525136613783}",20,12,-25.85352289588353,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 1}",1
345,False,"{'a': 0.5, 'e': 0.17740377510930713}",35,18,8.92234568183279,"{0: 15, 1: 0, 2: 2, 3: 0, 4: 0}",1
346,False,"{'a': 0.5, 'e': 0.1765167562337606}",25,2,34.385679642648626,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 0}",1
347,False,"{'a': 0.5, 'e': 0.1756341724525918}",20,0,29.175059332539572,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
348,False,"{'a': 0.5, 'e': 0.17475600159032884}",20,13,5.5454183742378165,"{0: 6, 1: 1, 2: 0, 3: 0, 4: 0}",1
349,False,"{'a': 0.5, 'e': 0.1738822215823772}",25,10,14.592190315344181,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 0}",1
350,False,"{'a': 0.5, 'e': 0.17301281047446532}",20,9,-58.35758316481652,"{0: 7, 1: 0, 2: 3, 3: 0, 4: 1}",1
351,False,"{'a': 0.5, 'e': 0.172147746422093}",20,15,9.973705643702994,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
352,False,"{'a': 0.5, 'e': 0.1712870076899825}",25,12,24.16819497202005,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
353,False,"{'a': 0.5, 'e': 0.1704305726515326}",30,0,24.824918831528308,"{0: 28, 1: 1, 2: 1, 3: 0, 4: 0}",0
354,False,"{'a': 0.5, 'e': 0.16957841978827493}",20,8,18.976869444016398,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
355,False,"{'a': 0.5, 'e': 0.16873052768933355}",25,6,18.202450359036625,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 0}",1
356,False,"{'a': 0.5, 'e': 0.1678868750508869}",25,7,9.954735097517473,"{0: 16, 1: 1, 2: 1, 3: 0, 4: 0}",1
357,False,"{'a': 0.5, 'e': 0.16704744067563246}",20,0,-21.639836981527523,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 1}",0
358,False,"{'a': 0.5, 'e': 0.1662122034722543}",25,12,22.16223849962387,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
359,False,"{'a': 0.5, 'e': 0.16538114245489302}",30,13,-24.18692784155862,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 1}",1
360,False,"{'a': 0.5, 'e': 0.16455423674261857}",30,18,-13.057206157175393,"{0: 10, 1: 0, 2: 1, 3: 1, 4: 0}",1
361,False,"{'a': 0.5, 'e': 0.16373146555890547}",30,17,23.826186068436698,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
362,False,"{'a': 0.5, 'e': 0.16291280823111093}",25,12,25.41352711149193,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
363,False,"{'a': 0.5, 'e': 0.1620982441899554}",25,5,21.195889310728834,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",1
364,False,"{'a': 0.5, 'e': 0.1612877529690056}",25,6,26.487502117791703,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
365,False,"{'a': 0.5, 'e': 0.16048131420416056}",35,15,-0.5673794352577786,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 1}",1
366,False,"{'a': 0.5, 'e': 0.15967890763313977}",25,15,17.15775472806135,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
367,False,"{'a': 0.5, 'e': 0.15888051309497409}",20,2,30.960855492689568,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
368,False,"{'a': 0.5, 'e': 0.1580861105294992}",25,12,22.999979191817744,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
369,False,"{'a': 0.5, 'e': 0.1572956799768517}",20,13,-8.36376729478054,"{0: 6, 1: 0, 2: 0, 3: 1, 4: 0}",1
